Geneid,chr,length,logFC,AveExpr,t,P.Value,adj.P.Val,B,FC
BRSK2,chr11,6903,-2.00373943190879,2.7952217217343,-1.4207560097548,0.176132862230683,0.999923018896758,-4.59065570817085,0.249352844896669
AC008991.2,chr19,487,-2.00366381987947,-0.276720834148679,-0.984739652482336,0.340592792728511,0.999923018896758,-4.59521268731812,0.249365913887805
LINC01674,chr21,504,-2.0029290138825,-0.249539221830258,-1.69778163575821,0.110489303728615,0.999923018896758,-4.59041533786002,0.249492955456023
GRAP,chr17,3107,-2.0028915743452,0.641809107801472,-1.44657429867557,0.168882285719731,0.999923018896758,-4.59190349000108,0.249499430159097
AC010634.1,chr5,540,-2.00282594518122,-1.23944136353365,-1.3425502694426,0.199667809624584,0.999923018896758,-4.59327880482282,0.249510780313495
ARRB2,chr17,4372,-2.00276643326803,2.07668633291752,-1.74585392684088,0.101573652938743,0.999923018896758,-4.5878667533318,0.249521072973927
ZNF123P,chr11,1196,-2.00264642072757,-1.76614581257975,-1.44533090057945,0.16922572327174,0.999923018896758,-4.59285515405653,0.249541830585611
MADCAM1,chr19,2651,-2.0021958220976,0.693921499637303,-1.56301474613978,0.139195391422713,0.999923018896758,-4.59087913035459,0.249619782450268
DPYSL5,chr2,7079,-2.00218705826667,3.53143050698615,-1.78178182638644,0.0953290520628257,0.999923018896758,-4.58445018140518,0.24962129880137
ARFRP1,chr20,7627,-2.00218024226937,0.754863265764931,-1.47728574634212,0.160581218145258,0.999923018896758,-4.59156950089125,0.249622478137314
AL451000.1,chr1,1186,-2.00210917062862,-0.921603384430944,-1.63110796357839,0.12397876921753,0.999923018896758,-4.59131289791826,0.249634775619168
AC012213.1,chr8,999,-2.00162930070563,0.498849987088532,-1.3814222660208,0.187669341321911,0.999923018896758,-4.59243486008721,0.249717823069972
AC092490.1,chr12,2279,-2.00143174661456,-0.5903358435878,-1.37296524517687,0.190228587816724,0.999923018896758,-4.59288706047755,0.249752020286976
LINGO1-AS1,chr15,2720,-2.00139609335845,0.360123627190359,-1.19996598915872,0.249027301672807,0.999923018896758,-4.59380737222691,0.249758192473419
ARFGAP2,chr11,5918,-2.00134093825825,1.71406826651975,-1.47811189469171,0.160362696023922,0.999923018896758,-4.5909848604012,0.249767741062043
AL513325.1,chr1,1034,-2.00048072115169,-1.09665486642422,-1.19756792160499,0.249932036217256,0.999923018896758,-4.59408283261312,0.249916711249381
AC012574.2,chr8,443,-2.00026781343628,-0.215189836349458,-1.42607409400099,0.174618765873185,0.999923018896758,-4.59240558886545,0.249953595775169
GMIP,chr19,3740,-2.00017367542475,2.49442157428722,-1.3670275017919,0.192042351450912,0.999923018896758,-4.59151197668609,0.249969906153676
AC079779.4,chr2,548,-1.9999437065462,-0.94141156680326,-1.27938954563333,0.220473151044877,0.999923018896758,-4.59356482494539,0.250009755102516
KIF12,chr9,3036,-1.99989857584322,0.316892436123403,-1.61020888857405,0.128489530219965,0.999923018896758,-4.59070599832133,0.250017576084887
LAMC1-AS1,chr1,479,-1.9996595167441,0.0131682493156352,-1.58994326176015,0.132997248042002,0.999923018896758,-4.5911076388556,0.250059008215058
AL445183.2,chr1,1871,-1.99873321733015,-1.58712520689376,-1.30305769845829,0.212483464678303,0.999923018896758,-4.59359337800281,0.250219613112382
CACNA1F,chrX,6928,-1.99742276259116,4.06614675726554,-1.20571454000077,0.246868801794938,0.999923018896758,-4.59232273823831,0.250447000353817
AL645608.6,chr1,351,-1.997135186737,-0.356766766018943,-1.21887243382891,0.241982686073323,0.999923018896758,-4.59382401123473,0.250496927529482
LHX1-DT,chr17,2544,-1.99676570396372,-0.334509292139033,-1.3559928510637,0.195450285823024,0.999923018896758,-4.59292453023556,0.250561089496995
PRG3,chr11,869,-1.99649838027979,-1.40755369342915,-1.39807915122337,0.182710724468578,0.999923018896758,-4.59301422619898,0.250607521429997
GPR132,chr14,4200,-1.99410290621638,1.7776417596936,-1.5548277753321,0.14112779980173,0.999923018896758,-4.5901298002917,0.25102397984309
CCDC116,chr22,2949,-1.99333051408432,-1.41777071306804,-1.27613299316378,0.221590860038171,0.999923018896758,-4.59369525300661,0.251158409402371
AC117490.2,chr3,594,-1.99298348415294,-0.65579219704682,-1.441345862914,0.170330322667821,0.999923018896758,-4.59251056095195,0.251218831020762
DAND5,chr19,1997,-1.99263166765274,0.129015803017822,-1.348737821501,0.197717471566791,0.999923018896758,-4.59283496124362,0.251280100869789
SLC38A5,chrX,4014,-1.9926288156993,3.15726965028427,-1.38135392955728,0.187689908245967,0.999923018896758,-4.59069300164817,0.251280597606686
THEG,chr19,2730,-1.99255914615468,0.367200999811978,-1.33046885227349,0.203520592796826,0.999923018896758,-4.59287608430177,0.251292732553453
MS4A12,chr11,1839,-1.99212957481194,0.23917677954653,-1.23827052346614,0.234916737423945,0.999923018896758,-4.59356029348187,0.251367567654561
AC073321.1,chr2,654,-1.99200345633633,-1.83210163225429,-1.51845130728039,0.149990934853833,0.999923018896758,-4.59243337832195,0.251389542832453
CHEK2P2,chr15,945,-1.99145600593228,1.07663518121233,-1.37586353990266,0.189348333957303,0.999923018896758,-4.59221293875412,0.251484954140958
ATP5MC1P7,chr10,400,-1.99027323009197,-1.6944981883076,-1.33772797139265,0.201198544165114,0.999923018896758,-4.59341439473512,0.251691215536025
LAMC3,chr9,7594,-1.99026840796012,3.83281770440118,-1.72441846751808,0.105468164004532,0.999923018896758,-4.58452325845014,0.251692056802004
COL26A1,chr7,3156,-1.99015003795002,4.9151540223698,-1.74922599756845,0.100972628818836,0.999923018896758,-4.58097724642808,0.251712708438497
LINC01983,chr3,943,-1.98979798822466,0.642994719987514,-1.70351273786287,0.109391701811306,0.999923018896758,-4.58966656844449,0.251774139441106
CRABP2,chr1,1100,-1.98941714575526,1.07334296009962,-1.63182818680343,0.123825778801583,0.999923018896758,-4.59007526311269,0.251840611522465
AC012507.4,chr2,504,-1.98915818402783,-0.624893561284781,-1.6089358518927,0.128768790181528,0.999923018896758,-4.59132294660933,0.251885820614814
SLC22A18,chr11,5316,-1.9885965005893,0.0856187594606746,-1.65888043740946,0.118195974162594,0.999923018896758,-4.59052986802002,0.251983906235528
NLRP3,chr1,4757,-1.98845209077132,2.8507471114991,-1.68933515838827,0.112124433302832,0.999923018896758,-4.58713456228688,0.252009130396061
FO393418.1,chr22,510,-1.98843004424255,-0.477186723044418,-1.16485751963626,0.262526937778945,0.999923018896758,-4.59417653330861,0.252012981500305
AC092053.2,chr3,1818,-1.98799378543799,-1.60367893527416,-1.26081894444296,0.22690708363879,0.999923018896758,-4.59383231499395,0.252089199622293
TBXT,chr6,2629,-1.98785605521171,-0.126743385590956,-1.21660315745459,0.24281997294724,0.999923018896758,-4.593793711319,0.252113267050891
AC130448.1,chr16,1733,-1.98783832346627,-2.04940590727599,-1.56094942457833,0.139680747333193,0.999923018896758,-4.59229235010757,0.252116365720824
AC021594.2,chr18,527,-1.98773727326308,0.693844793070117,-1.23602305488843,0.235727056229743,0.999923018896758,-4.5934749176088,0.252134025241028
LINC01436,chr21,1048,-1.98772711673849,-1.28111441678271,-1.51172182204315,0.151680954696011,0.999923018896758,-4.59231754352811,0.252135800262339
ZNF114,chr19,2993,-1.98762931351107,0.686600391986585,-1.57090019776973,0.137355449292437,0.999923018896758,-4.59083125042624,0.252152893639802
FGF23,chr12,4729,-1.98755536531391,-0.84202592289119,-1.46320697930864,0.164343462039172,0.999923018896758,-4.59238992370246,0.252165818567974
AC068733.1,chr11,2469,-1.987150384639,-1.67202213003648,-1.49339698681387,0.156364245925208,0.999923018896758,-4.5925447353131,0.252236614276888
AC010336.4,chr19,438,-1.98692414513502,-1.54349848765283,-1.27022609337776,0.223629645889126,0.999923018896758,-4.59377108345337,0.252276172436842
AL354707.2,chr9,422,-1.98668996185243,-0.298601765755361,-1.28451620547615,0.218722635174531,0.999923018896758,-4.59338233415936,0.252317126107375
AC005808.1,chr20,381,-1.98649744643443,-0.539412727426702,-1.41876316479643,0.176703014803123,0.999923018896758,-4.59256281469785,0.252350797934563
NME4,chr16,3670,-1.98648455469144,-0.0884164645434121,-1.14205569188205,0.271589021226759,0.999923018896758,-4.59429332774006,0.252353052919903
MTCO3P30,chr9,670,-1.98532612890073,-2.36279915838083,-1.07246140361049,0.300705924261294,0.999923018896758,-4.59481613546543,0.252555763592289
ZP1,chr11,2436,-1.98505051097999,-0.75318484721128,-1.40538580466056,0.180569659413304,0.999923018896758,-4.59273690645102,0.252604017410357
AC092723.5,chr16,2002,-1.98474502515889,1.6574116571687,-1.54646647808872,0.143124790516508,0.999923018896758,-4.59027712112285,0.252657511124539
MYL10,chr7,1055,-1.98401216912994,0.619838680707272,-1.62623599448598,0.125017956118727,0.999923018896758,-4.59038264567055,0.252785887955346
RHOA-IT1,chr3,517,-1.98353657841304,-1.01146232486446,-1.27579799306227,0.221706092023473,0.999923018896758,-4.59360953709416,0.252869233663483
IDH3G,chrX,2717,-1.98323236392409,1.05791239499058,-1.15635337912065,0.26587943445006,0.999923018896758,-4.59402278264261,0.252922560661669
AC018716.2,chr11,2597,-1.98232702642765,0.739935389588699,-1.36982522742712,0.191186006996429,0.999923018896758,-4.59240564250382,0.253081327506111
FAM131C,chr1,1701,-1.98231819370121,0.839064644477997,-1.46406647609013,0.164111697563274,0.999923018896758,-4.59160875957729,0.253082876970767
AC083973.1,chr8,1762,-1.98221218611573,0.890625417453638,-1.41302504037244,0.178353171233008,0.999923018896758,-4.59198888224567,0.253101473895031
SCN1B,chr19,7993,-1.98203619160978,0.328479975205391,-1.29911755431574,0.213797317268338,0.999923018896758,-4.59312582687522,0.253132351651377
SLC16A13,chr17,2087,-1.98175942772444,-1.14600324947254,-1.39371597240637,0.183999139766737,0.999923018896758,-4.5929547267452,0.253180916740658
DPYSL4,chr10,3176,-1.98069673975647,0.0940222439345143,-1.37651110413217,0.189152112831614,0.999923018896758,-4.59263632217721,0.253367478295596
HIST1H1C,chr6,642,-1.98051746578047,-1.27180600684429,-0.767241174871944,0.455016026105168,0.999923018896758,-4.59610684890987,0.253398964518401
SBSN,chr19,1986,-1.98051203201414,0.426694111931947,-1.15911253667041,0.264788172203032,0.999923018896758,-4.5941048571118,0.25339991892201
FGF18,chr5,1986,-1.9804655460076,2.69600843217208,-1.389149325548,0.185355579569851,0.999923018896758,-4.59102562027371,0.253408084015626
FAM181B,chr11,3924,-1.98018620453105,-0.911849516183733,-1.44837635051811,0.168385567462854,0.999923018896758,-4.59252066988016,0.253457154844795
AC117386.1,chr3,606,-1.98011580769189,2.93013836723356,-0.975413448953618,0.345044785253654,0.999923018896758,-4.59539692826023,0.253469522682338
AL353789.1,chr13,2207,-1.97974457756287,-1.05275961397766,-1.43180459320192,0.172999271070645,0.999923018896758,-4.59266317170786,0.253534753121324
PHOX2B,chr4,3092,-1.97954602605307,-0.918260677448795,-1.15783561076286,0.265292779370781,0.999923018896758,-4.59428744298111,0.253569648349189
AL589647.1,chr6,466,-1.97942953120523,-1.51631593034151,-1.32446183529633,0.205458357534792,0.999923018896758,-4.59344114069177,0.253590124436946
AC084866.2,chr4,449,-1.97899217002644,0.215134527531373,-1.26184981098252,0.226546096157636,0.999923018896758,-4.59340256787777,0.253667013374579
CCDC194,chr19,1464,-1.97885226859048,-0.901821880016357,-1.32934586864199,0.203881729060232,0.999923018896758,-4.59326429307222,0.253691613237454
PCSK4,chr19,3792,-1.97851703421117,-0.522615117208118,-1.21648924726725,0.242862061174486,0.999923018896758,-4.59388132805447,0.253750569586373
SLC15A3,chr11,6118,-1.9784472143228,1.88300571752942,-1.59917026998139,0.130928369422035,0.999923018896758,-4.58964444996774,0.253762850258764
AC006441.2,chr17,302,-1.9782830648366,-1.23856528012357,-1.09515161689284,0.290969487620339,0.999923018896758,-4.59464970281489,0.253791724975974
SSBP4,chr19,2974,-1.97766216438508,1.25439626479446,-1.55175074179713,0.141859946625964,0.999923018896758,-4.59060863565998,0.253900974197864
CETN4P,chr4,3858,-1.97738119401955,-1.00962622797894,-1.60801431271827,0.128971268342402,0.999923018896758,-4.59148937467883,0.253950427197074
BCRP4,chr22,804,-1.97718445947268,-0.698972745997548,-1.29884080545722,0.213889842612826,0.999923018896758,-4.59339445175751,0.253985059761435
LINC01227,chr16,2141,-1.97698161228662,1.80252454531434,-0.914167511089947,0.375296175277366,0.999923018896758,-4.59579655743686,0.254020773322046
AC011446.2,chr19,946,-1.97696195169211,-1.56339337089808,-1.21825552068455,0.24221008414763,0.999923018896758,-4.59405763842564,0.254024235060881
OR10AH1P,chr7,3551,-1.97656331964527,0.95305078947872,-1.35393614810591,0.196090856731051,0.999923018896758,-4.592460526991,0.254094434367804
PLA2G2D,chr1,2681,-1.97597866766785,0.336276835022798,-1.39512366690887,0.183582648697014,0.999923018896758,-4.59240252622916,0.254197426971699
AC004593.2,chr7,2528,-1.97572809863199,-1.6204624805731,-1.33711509948832,0.201393762108652,0.999923018896758,-4.59341291967052,0.2542415801253
DEFB118,chr20,1158,-1.97536556380836,-0.755705880341917,-1.40590470510713,0.180418391344419,0.999923018896758,-4.59272573229648,0.25430547651757
MIR300,chr14,83,-1.97495339131518,-2.27536109014205,-0.990126512810837,0.338039881315405,0.999923018896758,-4.59516563683298,0.254378141005735
NDUFB3,chr2,1103,-1.97490925398761,1.54781111330686,-1.63562178962943,0.123022619209687,0.999923018896758,-4.58953266314366,0.254385923484197
SP6,chr17,4075,-1.97399777121302,1.32374352101412,-1.74962393319881,0.100901908969222,0.999923018896758,-4.58862980856281,0.254546693184289
AC007182.1,chr14,2159,-1.97365514347931,-1.1148257211792,-1.45729039285205,0.165946268557652,0.999923018896758,-4.59254107442258,0.254607153025998
SSX2B,chrX,2255,-1.97353303910753,-0.838948174161103,-1.57041933671576,0.137467055117207,0.999923018896758,-4.59168043342069,0.254628702945586
AC006329.1,chr7,705,-1.97280219905639,-1.66803059408605,-1.3548578407203,0.195803581095887,0.999923018896758,-4.59331602814517,0.254757725360165
KCTD19,chr16,7383,-1.97272771778345,2.20356041542716,-1.53122856379861,0.146825703005673,0.999923018896758,-4.58990143777932,0.254770877945392
ABHD1,chr2,4630,-1.97095206546481,0.311120531517451,-1.71561867751421,0.107104437102157,0.999923018896758,-4.58989590368379,0.255084640033959
U82695.1,chrX,2167,-1.97088888768051,-1.15999183505857,-1.16529855247778,0.2623539566177,0.999923018896758,-4.59426571163667,0.255095810818344
MATK,chr19,4141,-1.9707449414517,1.55388167997267,-1.52381000325966,0.148656528819859,0.999923018896758,-4.59063588070187,0.255121264508045
AL592309.2,chr1,761,-1.97059999350211,-2.67378364427803,-1.42416628528403,0.175160694950964,0.999923018896758,-4.59321846314327,0.255146897896157
HAGHL,chr16,5287,-1.97052897944277,0.25291273432961,-1.37444452591028,0.189778894192631,0.999923018896758,-4.59260955853544,0.255159457350774
BARHL2,chr1,1979,-1.96899387599506,-2.05770743681212,-1.31114940772883,0.209805448777029,0.999923018896758,-4.59363055014882,0.255431104939618
POMC,chr2,1538,-1.96837350199836,-0.147403724767282,-1.7475884879786,0.10126410042925,0.999923018896758,-4.58999020010021,0.255540966612516
AC092442.1,chr4,138,-1.9683531835849,-0.600487385188647,-1.40639933031786,0.180274296621541,0.999923018896758,-4.59268178953412,0.255544565587648
GFY,chr19,1876,-1.96809305947472,1.74694911798032,-1.41097382073922,0.178946118389215,0.999923018896758,-4.59153199805274,0.255590645524102
AL158168.1,chr10,1248,-1.96747560234374,-0.967721729819913,-1.21622545924732,0.242959548905408,0.999923018896758,-4.59394987983905,0.255700058836565
AL358075.2,chr1,339,-1.96743835983686,-0.909301279645245,-1.59455584548423,0.131959548919861,0.999923018896758,-4.5915243831461,0.255706659700813
PNMA5,chrX,3439,-1.96636790676,-0.323995799783718,-1.3903325484486,0.185003343424723,0.999923018896758,-4.59266652078775,0.255896459725306
RESP18,chr2,1140,-1.96625613647404,-1.03902934690499,-1.54894651713305,0.142529982777882,0.999923018896758,-4.59192033219046,0.25591628562588
AP005135.1,chr11,714,-1.96619430773579,1.1917270322511,-1.30695750321004,0.211189408942048,0.999923018896758,-4.59275173038903,0.255927253515594
AC010326.4,chr19,936,-1.96589177259567,-0.43524257783148,-1.19850340926269,0.249578797625036,0.999923018896758,-4.59398519236668,0.255980927441233
KIF4CP,chrX,1279,-1.96524235795125,-0.596455188490665,-1.19729457610979,0.250035323766235,0.999923018896758,-4.59399022920348,0.256096180616022
RPS2,chr16,2413,-1.9642876439451,2.59376289135599,-0.910377248608725,0.377226208934008,0.999923018896758,-4.59588162233727,0.256265710226123
TMEM202,chr15,1082,-1.96346560930495,-0.636069167866199,-1.65174800630323,0.119658394405928,0.999923018896758,-4.59097349089623,0.256411769727404
TFF2,chr21,830,-1.9634477203181,-1.53777738347163,-1.42901754833133,0.17378536322073,0.999923018896758,-4.59284909238824,0.256414949176342
DPRX,chr19,648,-1.96292007372231,-1.15367779521123,-1.48911112946577,0.157476888261708,0.999923018896758,-4.59234548476755,0.256508746698113
FHL3,chr1,2004,-1.96288260329998,1.13735078491676,-1.5571830007552,0.140569566777292,0.999923018896758,-4.5906799101245,0.256515408962566
AC135050.1,chr16,3593,-1.96261226939316,1.78989274592374,-1.29896822486775,0.213847238568675,0.999923018896758,-4.59256850006542,0.256563479627579
LINC01377,chr5,649,-1.96234344113002,-2.00372185823581,-1.32825657338987,0.204232523171681,0.999923018896758,-4.59354014457283,0.256611291492908
LINC01164,chr10,3384,-1.96195431634765,0.815939843441631,-1.41169637913906,0.178737063707581,0.999923018896758,-4.59204292980028,0.256680514216808
NKILA,chr20,2598,-1.96180731125765,-1.62872715536694,-1.33646138831275,0.201602156583485,0.999923018896758,-4.59340237612718,0.256706670309073
GFI1,chr1,3301,-1.96109588672574,1.17497086737131,-1.89339291218976,0.0780437359717742,0.999923018896758,-4.58741681650546,0.256833289208965
RNASEH2C,chr11,5101,-1.96062886493477,1.38472447504292,-1.55058166088704,0.142138959482163,0.999923018896758,-4.59055212416192,0.25691644341389
RPS3AP50,chr19,803,-1.96059207181881,-1.03561583913462,-1.37890078083439,0.188429438224273,0.999923018896758,-4.59299202742007,0.256922995648952
LYNX1-SLURP2,chr8,1320,-1.9603551873868,0.788079859696569,-1.67983690279165,0.11398828453295,0.999923018896758,-4.58978135797704,0.256965184783181
YDJC,chr22,1754,-1.95983057046156,-0.748179100981305,-1.41320641349982,0.17830081932723,0.999923018896758,-4.59271653274667,0.257058643757468
AC087190.2,chr16,753,-1.95981090355031,-1.53935481398802,-1.2406398551499,0.234064839996568,0.999923018896758,-4.59392149054544,0.257062148021257
AP000695.2,chr21,1178,-1.95960382665345,4.45163245998855,-2.07280800675032,0.0560972033878214,0.999923018896758,-4.57644084811061,0.257099048024989
CEMP1,chr16,1383,-1.9594936408156,-2.01084400949673,-0.997228703158816,0.334694829593479,0.999923018896758,-4.59513648261314,0.257118684715378
GTF2H2,chr5,8676,-1.95932562677386,-1.64774392661526,-0.996079778500664,0.335234358486084,0.999923018896758,-4.59514298780767,0.257148630104927
LINC01346,chr1,3894,-1.95926274278077,0.445210227455969,-1.52473933040602,0.148426131195875,0.999923018896758,-4.59131745094661,0.257159838908344
RSPH6A,chr19,2547,-1.95925781439788,1.4074316013197,-1.46842794632243,0.162939805804826,0.999923018896758,-4.59124329608027,0.257160717392209
AC090164.3,chr15,2143,-1.95883624297655,-1.62113600866056,-1.41611457600427,0.177463123616783,0.999923018896758,-4.59294747775807,0.257235873573623
VN2R3P,chr9,1412,-1.95757299764989,2.32656752939336,-1.51622349103017,0.150548658345286,0.999923018896758,-4.58996023000444,0.25746121178709
AL450311.1,chr10,576,-1.95713940422619,-0.817807873363892,-1.24492716698928,0.232529473540455,0.999923018896758,-4.59374790392575,0.257538601853735
ANKRD40CL,chr17,3663,-1.95698015542322,-1.28024687840108,-1.48244672367568,0.159220164489032,0.999923018896758,-4.59243856431068,0.257567031269886
HOTTIP,chr7,5086,-1.95659046922689,-1.10174355350931,-1.42113842468435,0.176023626653705,0.999923018896758,-4.59274236880102,0.257636612068737
PAX2,chr10,6243,-1.9563196549121,3.66788491690687,-1.42964042330584,0.173609424880698,0.999923018896758,-4.58935289071613,0.257684978653194
DGKZP1,chr13,2776,-1.95626352193598,-0.937284229562422,-1.13365941407863,0.274984899120591,0.999923018896758,-4.59443003232423,0.257695004962111
HOXD8,chr2,2629,-1.95614616160633,-0.890670672090898,-1.86116029590623,0.0827225848588674,0.999923018896758,-4.58971319998903,0.257715968783306
AL020994.1,chr22,578,-1.95593015215797,0.427794598115854,-1.29500803869675,0.215174530339459,0.999923018896758,-4.59311178257966,0.257754558540978
EBI3,chr19,1284,-1.9557423677981,-0.501127321826228,-1.69714345731838,0.110612117442766,0.999923018896758,-4.59060423428601,0.257788110624832
AC005972.3,chr17,2992,-1.95517794601257,3.31105947607664,-1.42576390980302,0.174706782158343,0.999923018896758,-4.58979096805319,0.257888984120134
LPCAT1,chr5,6494,-1.95503548519545,1.35704975560858,-1.82293142161284,0.0885956977381279,0.999923018896758,-4.58791053250072,0.257914450964026
SNCB,chr5,2006,-1.95472826313894,-0.864762080644341,-1.36738735330228,0.191932031820945,0.999923018896758,-4.59301851313407,0.257969379721072
PRAMEF17,chr1,1578,-1.95418897724555,-0.455186219091334,-0.982189793473533,0.341805951457757,0.999923018896758,-4.59522389642858,0.258065827860427
AL451074.1,chr1,1854,-1.95367978430316,0.514027300683492,-1.48668200523972,0.158110442268031,0.999923018896758,-4.59157919482869,0.258156927148001
SEZ6L2,chr16,4110,-1.95305836330042,3.02398129614712,-1.36804658384782,0.191730065017036,0.999923018896758,-4.59097242659082,0.258268148637774
AP000477.2,chr21,778,-1.95286270183107,-0.47012608899312,-1.37691572672888,0.189029590453757,0.999923018896758,-4.59282446025031,0.258303177906524
ABCA2,chr9,11514,-1.95112040389227,1.62766157924589,-1.4449073638419,0.169342839775277,0.999923018896758,-4.59137057592559,0.258615311061094
LINC01583,chr15,2568,-1.95106987450365,-0.458608886822325,-1.37291449506649,0.190244030938961,0.999923018896758,-4.59283343434317,0.2586243690408
TMEM8A,chr16,4447,-1.95061276426484,1.4985612151781,-1.70498059451744,0.109112116872149,0.999923018896758,-4.5889351145526,0.258706325777592
FEZF2,chr3,2193,-1.950359001495,-1.3586927050875,-1.27885257997198,0.220657139776974,0.999923018896758,-4.59366502540565,0.258751834915724
B3GNT7,chr2,3806,-1.94962355117956,0.958045265376481,-1.21308073502851,0.244124079246419,0.999923018896758,-4.59360593580747,0.258883773839997
SSX3,chrX,2107,-1.94919664374787,0.34726934943194,-1.24756615247152,0.231588331991116,0.999923018896758,-4.59346793833941,0.258960391390731
AL355602.1,chr1,3402,-1.9488283733478,-1.21998677591339,-1.48605812719433,0.158273502899134,0.999923018896758,-4.59238641466675,0.259026503505411
AC092134.2,chr16,1692,-1.94873911752071,-1.89901795859399,-1.53922718383918,0.144873079535025,0.999923018896758,-4.59234789536887,0.259042529303894
TUBA3GP,chr22,1325,-1.94854452568902,-1.16435021510603,-1.107278441433,0.285862710793197,0.999923018896758,-4.59457965204756,0.259077471518632
RAPSN,chr11,1918,-1.94851338031255,0.0419457304395917,-1.37760876219815,0.188819884784093,0.999923018896758,-4.59264448506545,0.259083064628927
P3H4,chr17,3740,-1.94838844168134,1.19322920446059,-1.52237047688371,0.149014009228403,0.999923018896758,-4.59089522325636,0.259105502416679
AL450043.1,chr1,1322,-1.94808449920852,2.08298791957881,-1.41606680424723,0.177476858092429,0.999923018896758,-4.59123983409277,0.259160095703002
OR4C4P,chr11,931,-1.94805344206174,-0.0113364193518643,-1.26392950711328,0.225819207334562,0.999923018896758,-4.59343996754415,0.259165674747456
SYDE1,chr19,3965,-1.94798838328689,0.509060284134781,-1.75447795419123,0.100042766319854,0.999923018896758,-4.58935858571184,0.259177362166476
ABHD17A,chr19,6139,-1.9472068484183,-0.0643608391023469,-1.17870407685798,0.25713745530296,0.999923018896758,-4.59403466371304,0.259317801423612
APBA3,chr19,5556,-1.94707735037954,0.820207963725156,-1.62573219912788,0.125125841521329,0.999923018896758,-4.59028425823858,0.25934107914547
LINC01237,chr2,1601,-1.94699152368395,2.71848865939019,-1.44079394737779,0.17048377536805,0.999923018896758,-4.59034403228167,0.259356507943185
CYB561D1,chr1,5690,-1.94693201849489,0.824114309640562,-1.60549610020951,0.12952595556404,0.999923018896758,-4.59041529000005,0.259367205544465
NCOR1P1,chr20,406,-1.94662536529827,-0.399433330075769,-1.24802137345784,0.23142628882148,0.999923018896758,-4.59364730810033,0.259422341407498
AL928921.2,chr1,2623,-1.94645409613585,0.586904819862626,-1.51805051549791,0.150091142772973,0.999923018896758,-4.59129174799069,0.25945314049066
EEF1A1P13,chr5,1389,-1.94532906389014,-0.937306784428811,-1.57867068291643,0.135562617367204,0.999923018896758,-4.5916962113977,0.259655544312426
MAGEB10,chrX,1953,-1.9450171449574,0.0436611910404844,-1.42207856946239,0.175755314331567,0.999923018896758,-4.59229407156231,0.259711689397845
AC134312.5,chr16,1507,-1.94480609439713,-1.14804377539271,-1.19083151033866,0.252487082936607,0.999923018896758,-4.59411608824453,0.259749685166471
AC244505.1,chrX,307,-1.94462527711075,-1.50732334547462,-1.37303576925904,0.19020712921971,0.999923018896758,-4.59317119736425,0.259782242411955
AC010327.5,chr19,3061,-1.94424003513336,-1.09154265213113,-1.65219383888742,0.119566525555606,0.999923018896758,-4.5912923817276,0.25985162116847
GOLGA6D,chr15,3455,-1.94420542322685,-1.03301884073228,-1.37782787363323,0.188753623235171,0.999923018896758,-4.5929904869984,0.259857855381281
AC003973.2,chr19,1394,-1.94419965862354,-0.106013837786407,-1.25971800557619,0.227293108729122,0.999923018896758,-4.5934982383185,0.259858893702205
CPA2,chr7,1829,-1.94377091826975,1.14757724927289,-1.10785258371538,0.285622598538623,0.999923018896758,-4.59434820026237,0.259936130087733
KRTDAP,chr19,661,-1.94342738092674,0.485960421400912,-1.62666759252734,0.124925595073343,0.999923018896758,-4.59051535632219,0.259998033953535
CDA,chr1,963,-1.94292223467156,2.00604503496033,-2.03653140578801,0.0600176426065226,0.999923018896758,-4.58465242544003,0.260089085787352
PRELID1,chr5,1875,-1.94291436571269,1.53946220047471,-1.22177271322182,0.240915846268418,0.999923018896758,-4.59340870309627,0.260090504407257
FCER2,chr19,2451,-1.94286290067438,3.53999632943897,-1.18150220550045,0.256058703198794,0.999923018896758,-4.59290840055784,0.260099782741309
ITIH3,chr3,5921,-1.94266019083325,1.0534996750272,-1.3775032968464,0.188851785337469,0.999923018896758,-4.59221877992462,0.26013633134544
ADAMTSL2,chr9,4677,-1.94252069353502,2.05588583534704,-1.38110999033606,0.187763340532266,0.999923018896758,-4.59161743781156,0.260161485705039
AC005307.1,chr19,1570,-1.94171874829561,0.337580289593429,-1.17188153222183,0.259782312204823,0.999923018896758,-4.59400181604815,0.260306140851416
AL117382.1,chr20,906,-1.94095539303776,-0.705336346273572,-1.64336755053287,0.121396663925495,0.999923018896758,-4.59106789323275,0.260443909842325
RFPL1S,chr22,6271,-1.94060915996241,1.83435362143253,-1.4922168702862,0.15666995524589,0.999923018896758,-4.59064011235538,0.260506421402051
NUTM2HP,chr10,2498,-1.9404468502719,1.10434994876703,-1.49094129583631,0.157000955203273,0.999923018896758,-4.59121699741003,0.260535731196583
AC093390.2,chr2,1722,-1.94024749920415,-0.152190841911449,-1.30744168751562,0.211029183876616,0.999923018896758,-4.59320352052081,0.260571734415064
HK3,chr5,3290,-1.93969750358359,0.972553884444613,-1.24969875424843,0.23082996547465,0.999923018896758,-4.59329941309261,0.260671090571213
AC020934.1,chr19,739,-1.93924050945546,0.845004208665028,-1.22614430099567,0.239314713392041,0.999923018896758,-4.59350890722051,0.260753674917644
